Accession	Coverage	Count_Good	Count_Raw
CP047902.1	727	3	3
CP047903.1	727	1	1
CP047904.1	727	1	1
CP047907.1	727	1	1
CP047902.1	728	1	1
CP047904.1	728	1	1
CP047907.1	728	1	1
CP047906.1	729	2	2
CP047907.1	729	1	1
CP047902.1	73	583	583
CP047903.1	73	367	367
CP047904.1	73	362	362
CP047905.1	73	444	444
CP047906.1	73	452	452
CP047907.1	73	557	557
CP047908.1	73	454	454
CP047909.1	73	326	326
CP047910.1	73	346	346
CP047911.1	73	426	426
CP047912.1	73	592	592
CP047913.1	73	246	246
CP047914.1	73	372	372
CP047915.1	73	412	412
CP047902.1	730	1	1
CP047907.1	730	1	1
CP047902.1	731	1	1
CP047908.1	731	1	1
CP047902.1	732	2	2
CP047904.1	732	1	1
CP047906.1	732	1	1
CP047904.1	733	1	1
CP047907.1	733	2	2
CP047904.1	734	1	1
CP047907.1	734	3	3
CP047902.1	735	2	2
CP047906.1	736	1	1
CP047907.1	736	1	1
CP047902.1	737	1	1
CP047904.1	737	1	1
CP047902.1	738	1	1
CP047903.1	738	1	1
CP047904.1	739	1	1
CP047907.1	739	1	1
CP047902.1	74	520	520
CP047903.1	74	398	398
CP047904.1	74	394	394
CP047905.1	74	507	507
CP047906.1	74	474	474
CP047907.1	74	553	553
CP047908.1	74	506	506
CP047909.1	74	374	374
CP047910.1	74	323	323
CP047911.1	74	517	517
CP047912.1	74	669	669
CP047913.1	74	261	261
CP047914.1	74	425	425
CP047915.1	74	358	358
CP047902.1	740	1	1
CP047907.1	740	1	1
CP047903.1	741	1	1
CP047904.1	741	2	2
CP047907.1	741	5	5
CP047913.1	741	1	1
CP047902.1	742	3	3
CP047910.1	742	1	1
CP047902.1	743	1	1
CP047904.1	743	1	1
CP047908.1	744	1	1
CP047910.1	744	2	2
CP047913.1	744	1	1
CP047902.1	745	1	1
CP047903.1	745	1	1
CP047902.1	746	1	1
CP047906.1	746	1	1
CP047907.1	746	1	1
CP047904.1	747	1	1
CP047906.1	747	1	1
CP047907.1	747	2	2
CP047902.1	748	1	1
CP047907.1	748	3	3
CP047907.1	749	3	3
CP047902.1	75	563	563
CP047903.1	75	406	406
CP047904.1	75	420	420
CP047905.1	75	451	451
CP047906.1	75	476	476
CP047907.1	75	584	584
CP047908.1	75	449	449
CP047909.1	75	343	343
CP047910.1	75	387	387
CP047911.1	75	563	563
CP047912.1	75	642	642
CP047913.1	75	286	286
CP047914.1	75	431	431
CP047915.1	75	414	414
CP047906.1	750	1	1
CP047907.1	750	1	1
CP047906.1	751	1	1
CP047907.1	751	2	2
CP047902.1	752	1	1
CP047903.1	753	1	1
CP047904.1	753	1	1
CP047906.1	753	1	1
CP047907.1	753	3	3
CP047902.1	754	2	2
CP047904.1	754	2	2
CP047907.1	754	2	2
CP047910.1	754	1	1
CP047904.1	755	2	2
CP047907.1	755	3	3
CP047910.1	755	1	1
CP047902.1	756	2	2
CP047907.1	757	1	1
CP047903.1	758	2	2
CP047904.1	758	3	3
CP047907.1	758	1	1
CP047902.1	759	1	1
CP047907.1	759	1	1
CP047902.1	76	570	570
CP047903.1	76	398	398
CP047904.1	76	418	418
CP047905.1	76	469	469
CP047906.1	76	527	527
CP047907.1	76	598	598
CP047908.1	76	479	479
CP047909.1	76	429	429
CP047910.1	76	407	407
CP047911.1	76	459	459
CP047912.1	76	644	644
CP047913.1	76	297	297
CP047914.1	76	412	412
CP047915.1	76	384	384
CP047902.1	760	1	1
CP047904.1	760	1	1
CP047913.1	760	1	1
CP047903.1	761	1	1
CP047904.1	761	1	1
CP047907.1	761	2	2
CP047910.1	761	1	1
CP047902.1	762	1	1
CP047907.1	762	1	1
CP047902.1	763	1	1
CP047904.1	763	1	1
CP047907.1	763	2	2
CP047906.1	764	1	1
CP047902.1	765	1	1
CP047903.1	765	1	1
CP047902.1	766	2	2
CP047904.1	766	1	1
CP047907.1	766	2	2
CP047902.1	767	1	1
CP047906.1	767	1	1
CP047907.1	767	2	2
CP047904.1	768	1	1
CP047907.1	769	2	2
CP047910.1	769	1	1
CP047913.1	769	1	1
CP047902.1	77	598	598
CP047903.1	77	385	385
CP047904.1	77	385	385
CP047905.1	77	445	445
CP047906.1	77	554	554
CP047907.1	77	594	594
CP047908.1	77	490	490
CP047909.1	77	437	437
CP047910.1	77	406	406
CP047911.1	77	441	441
CP047912.1	77	667	667
CP047913.1	77	257	257
CP047914.1	77	399	399
CP047915.1	77	408	408
CP047902.1	770	1	1
CP047904.1	770	1	1
CP047910.1	770	1	1
CP047902.1	772	1	1
CP047907.1	772	2	2
CP047906.1	773	1	1
CP047907.1	773	1	1
CP047913.1	773	1	1
CP047902.1	774	2	2
CP047907.1	774	1	1
CP047903.1	775	1	1
CP047904.1	775	1	1
CP047907.1	775	1	1
CP047908.1	775	1	1
CP047902.1	776	1	1
CP047904.1	776	1	1
CP047902.1	777	1	1
CP047907.1	777	1	1
CP047910.1	777	52	52
CP047903.1	778	1	1
CP047907.1	778	1	1
CP047913.1	778	1	1
CP047902.1	78	623	623
CP047903.1	78	406	406
CP047904.1	78	423	423
CP047905.1	78	466	466
CP047906.1	78	514	514
CP047907.1	78	549	549
CP047908.1	78	462	462
CP047909.1	78	438	438
CP047910.1	78	371	371
CP047911.1	78	389	389
CP047912.1	78	690	690
CP047913.1	78	262	262
CP047914.1	78	428	428
CP047915.1	78	441	441
CP047902.1	780	1	1
CP047907.1	780	2	2
CP047902.1	781	1	1
CP047904.1	781	1	1
CP047906.1	781	1	1
CP047907.1	781	1	1
CP047902.1	782	1	1
CP047904.1	782	2	2
CP047902.1	784	2	2
CP047903.1	784	1	1
CP047908.1	784	1	1
CP047902.1	785	1	1
CP047904.1	785	1	1
CP047906.1	785	1	1
CP047907.1	785	1	1
CP047913.1	785	1	1
CP047904.1	786	2	2
CP047907.1	787	1	1
CP047904.1	788	2	2
CP047906.1	788	2	2
CP047907.1	788	1	1
CP047904.1	789	1	1
CP047906.1	789	3	3
CP047907.1	789	1	1
CP047902.1	79	526	526
CP047903.1	79	455	455
CP047904.1	79	480	480
CP047905.1	79	434	434
CP047906.1	79	645	645
CP047907.1	79	592	592
CP047908.1	79	479	479
CP047909.1	79	424	424
CP047910.1	79	369	369
CP047911.1	79	455	455
CP047912.1	79	687	687
CP047913.1	79	276	276
CP047914.1	79	419	419
CP047915.1	79	430	430
CP047904.1	790	1	1
CP047906.1	790	4	4
CP047902.1	791	2	2
CP047904.1	791	1	1
CP047906.1	791	3	3
CP047907.1	791	1	1
CP047902.1	792	1	1
CP047903.1	792	1	1
CP047906.1	792	1	1
CP047902.1	793	1	1
CP047907.1	793	1	1
CP047904.1	794	2	2
CP047906.1	794	1	1
CP047903.1	795	1	1
CP047906.1	795	1	1
CP047907.1	795	1	1
CP047906.1	796	2	2
CP047906.1	797	2	2
CP047902.1	798	1	1
CP047903.1	798	1	1
CP047906.1	798	3	3
CP047904.1	799	2	2
CP047906.1	799	6	6
CP047902.1	8	430	430
CP047903.1	8	252	252
CP047904.1	8	618	618
CP047905.1	8	629	629
CP047906.1	8	253	253
CP047907.1	8	416	416
CP047908.1	8	636	636
CP047909.1	8	361	361
CP047910.1	8	522	522
CP047911.1	8	296	296
CP047912.1	8	363	363
CP047913.1	8	231	231
CP047914.1	8	383	383
CP047915.1	8	500	500
CP047902.1	80	639	639
CP047903.1	80	472	472
CP047904.1	80	466	466
CP047905.1	80	487	487
CP047906.1	80	604	604
CP047907.1	80	608	608
CP047908.1	80	512	512
CP047909.1	80	440	440
CP047910.1	80	434	434
CP047911.1	80	508	508
CP047912.1	80	715	715
CP047913.1	80	286	286
CP047914.1	80	407	407
CP047915.1	80	427	427
CP047904.1	800	2	2
CP047906.1	800	10	10
CP047913.1	800	1	1
CP047902.1	801	1	1
CP047904.1	801	1	1
CP047906.1	801	10	10
CP047908.1	801	1	1
CP047904.1	802	1	1
CP047906.1	802	3	3
CP047903.1	803	1	1
CP047904.1	803	1	1
CP047906.1	803	1	1
CP047902.1	804	1	1
CP047906.1	804	4	4
CP047906.1	805	5	5
CP047906.1	806	3	3
CP047913.1	806	1	1
CP047904.1	807	1	1
CP047906.1	807	4	4
CP047902.1	808	1	1
CP047904.1	808	1	1
CP047904.1	809	2	2
CP047902.1	81	628	628
CP047903.1	81	487	487
CP047904.1	81	533	533
CP047905.1	81	482	482
CP047906.1	81	645	645
CP047907.1	81	677	677
CP047908.1	81	555	555
CP047909.1	81	467	467
CP047910.1	81	426	426
CP047911.1	81	555	555
CP047912.1	81	717	717
CP047913.1	81	263	263
CP047914.1	81	478	478
CP047915.1	81	395	395
CP047904.1	811	1	1
CP047904.1	812	1	1
CP047903.1	813	1	1
CP047904.1	813	2	2
CP047904.1	815	1	1
CP047902.1	816	1	1
CP047902.1	817	1	1
CP047904.1	817	1	1
CP047908.1	817	1	1
CP047904.1	818	3	3
CP047904.1	819	2	2
CP047902.1	82	692	692
CP047903.1	82	494	494
CP047904.1	82	598	598
CP047905.1	82	519	519
CP047906.1	82	608	608
CP047907.1	82	653	653
CP047908.1	82	573	573
CP047909.1	82	545	545
CP047910.1	82	430	430
CP047911.1	82	470	470
CP047912.1	82	750	750
CP047913.1	82	305	305
CP047914.1	82	489	489
CP047915.1	82	445	445
CP047903.1	821	1	1
CP047904.1	821	1	1
CP047904.1	823	1	1
CP047913.1	824	1	1
CP047902.1	825	1	1
CP047904.1	825	1	1
CP047904.1	827	1	1
CP047904.1	828	1	1
CP047903.1	829	1	1
CP047902.1	83	750	750
CP047903.1	83	642	642
CP047904.1	83	552	552
CP047905.1	83	462	462
CP047906.1	83	713	713
CP047907.1	83	673	673
CP047908.1	83	581	581
CP047909.1	83	538	538
CP047910.1	83	442	442
CP047911.1	83	496	496
CP047912.1	83	764	764
CP047913.1	83	353	353
CP047914.1	83	442	442
CP047915.1	83	477	477
CP047902.1	830	1	1
CP047904.1	830	2	2
CP047904.1	831	2	2
CP047903.1	832	1	1
CP047903.1	833	1	1
CP047904.1	834	2	2
CP047913.1	834	1	1
CP047908.1	836	1	1
CP047904.1	837	1	1
CP047903.1	838	1	1
CP047904.1	838	1	1
CP047902.1	839	1	1
CP047902.1	84	732	732
CP047903.1	84	634	634
CP047904.1	84	579	579
CP047905.1	84	482	482
CP047906.1	84	765	765
CP047907.1	84	743	743
CP047908.1	84	602	602
CP047909.1	84	494	494
CP047910.1	84	487	487
CP047911.1	84	514	514
CP047912.1	84	819	819
CP047913.1	84	353	353
CP047914.1	84	432	432
CP047915.1	84	426	426
CP047903.1	841	1	1
CP047904.1	843	1	1
CP047902.1	845	1	1
CP047903.1	846	1	1
CP047904.1	846	1	1
CP047908.1	848	1	1
CP047902.1	85	827	827
CP047903.1	85	676	676
CP047904.1	85	621	621
CP047905.1	85	453	453
CP047906.1	85	840	840
CP047907.1	85	673	673
CP047908.1	85	639	639
CP047909.1	85	561	561
CP047910.1	85	536	536
CP047911.1	85	542	542
CP047912.1	85	870	870
CP047913.1	85	329	329
CP047914.1	85	434	434
CP047915.1	85	437	437
CP047904.1	850	1	1
CP047903.1	851	1	1
CP047904.1	853	1	1
CP047902.1	856	1	1
CP047904.1	857	1	1
CP047904.1	858	1	1
CP047903.1	859	1	1
CP047902.1	86	947	947
CP047903.1	86	710	710
CP047904.1	86	668	668
CP047905.1	86	549	549
CP047906.1	86	814	814
CP047907.1	86	761	761
CP047908.1	86	735	735
CP047909.1	86	653	653
CP047910.1	86	567	567
CP047911.1	86	546	546
CP047912.1	86	818	818
CP047913.1	86	391	391
CP047914.1	86	436	436
CP047915.1	86	418	418
CP047904.1	860	2	2
CP047902.1	861	1	1
CP047904.1	861	3	3
CP047913.1	861	1	1
CP047904.1	862	2	2
CP047904.1	863	1	1
CP047913.1	863	1	1
CP047902.1	864	1	1
CP047904.1	864	2	2
CP047904.1	865	5	5
CP047903.1	866	1	1
CP047904.1	866	1	1
CP047903.1	868	1	1
CP047908.1	868	1	1
CP047902.1	869	1	1
CP047902.1	87	1153	1153
CP047903.1	87	789	789
CP047904.1	87	696	696
CP047905.1	87	627	627
CP047906.1	87	866	866
CP047907.1	87	850	850
CP047908.1	87	729	729
CP047909.1	87	664	664
CP047910.1	87	616	616
CP047911.1	87	582	582
CP047912.1	87	874	874
CP047913.1	87	434	434
CP047914.1	87	455	455
CP047915.1	87	416	416
CP047903.1	870	1	1
CP047904.1	870	2	2
CP047913.1	870	1	1
CP047904.1	871	3	3
CP047904.1	872	1	1
CP047902.1	873	1	1
CP047903.1	873	1	1
CP047902.1	874	1	1
CP047913.1	874	1	1
CP047903.1	876	1	1
CP047903.1	878	1	1
CP047904.1	878	1	1
CP047913.1	878	1	1
CP047904.1	879	2	2
CP047902.1	88	1181	1181
CP047903.1	88	843	843
CP047904.1	88	731	731
CP047905.1	88	645	645
CP047906.1	88	943	943
CP047907.1	88	915	915
CP047908.1	88	757	757
CP047909.1	88	696	696
CP047910.1	88	620	620
CP047911.1	88	632	632
CP047912.1	88	1006	1006
CP047913.1	88	540	540
CP047914.1	88	448	448
CP047915.1	88	401	401
CP047902.1	880	1	1
CP047903.1	882	1	1
CP047908.1	882	1	1
CP047902.1	883	1	1
CP047904.1	884	1	1
CP047908.1	886	1	1
CP047904.1	887	1	1
CP047902.1	888	1	1
CP047904.1	888	2	2
CP047903.1	889	1	1
CP047904.1	889	1	1
CP047902.1	89	1311	1311
CP047903.1	89	849	849
CP047904.1	89	765	765
CP047905.1	89	644	644
CP047906.1	89	1064	1064
CP047907.1	89	902	902
CP047908.1	89	796	796
CP047909.1	89	770	770
CP047910.1	89	592	592
CP047911.1	89	597	597
CP047912.1	89	1116	1116
CP047913.1	89	543	543
CP047914.1	89	495	495
CP047915.1	89	399	399
CP047904.1	891	1	1
CP047904.1	892	1	1
CP047903.1	893	1	1
CP047902.1	895	1	1
CP047904.1	896	1	1
CP047904.1	897	1	1
CP047904.1	898	1	1
CP047902.1	899	1	1
CP047902.1	9	452	452
CP047903.1	9	232	232
CP047904.1	9	448	448
CP047905.1	9	752	752
CP047906.1	9	236	236
CP047907.1	9	494	494
CP047908.1	9	735	735
CP047909.1	9	337	337
CP047910.1	9	420	420
CP047911.1	9	229	229
CP047912.1	9	538	538
CP047913.1	9	107	107
CP047914.1	9	354	354
CP047915.1	9	717	717
CP047902.1	90	1382	1382
CP047903.1	90	1049	1049
CP047904.1	90	808	808
CP047905.1	90	708	708
CP047906.1	90	1093	1093
CP047907.1	90	986	986
CP047908.1	90	792	792
CP047909.1	90	805	805
CP047910.1	90	699	699
CP047911.1	90	693	693
CP047912.1	90	1184	1184
CP047913.1	90	631	631
CP047914.1	90	543	543
CP047915.1	90	407	407
CP047904.1	900	2	2
CP047913.1	900	1	1
CP047904.1	901	1	1
CP047908.1	902	1	1
CP047904.1	903	1	1
CP047902.1	904	1	1
CP047903.1	904	1	1
CP047902.1	905	1	1
CP047904.1	905	1	1
CP047904.1	907	2	2
CP047913.1	907	1	1
CP047903.1	908	1	1
CP047902.1	909	1	1
CP047913.1	909	1	1
CP047902.1	91	1630	1630
CP047903.1	91	1241	1241
CP047904.1	91	927	927
CP047905.1	91	854	854
CP047906.1	91	1279	1279
CP047907.1	91	1072	1072
CP047908.1	91	905	905
CP047909.1	91	901	901
CP047910.1	91	757	757
CP047911.1	91	739	739
CP047912.1	91	1220	1220
CP047913.1	91	699	699
CP047914.1	91	584	584
CP047915.1	91	418	418
CP047904.1	911	1	1
CP047913.1	911	1	1
CP047902.1	912	1	1
CP047903.1	912	1	1
CP047904.1	912	1	1
CP047903.1	913	1	1
CP047904.1	914	1	1
CP047902.1	916	1	1
CP047904.1	916	1	1
CP047904.1	918	3	3
CP047913.1	918	1	1
CP047908.1	919	1	1
CP047902.1	92	1858	1858
CP047903.1	92	1533	1533
CP047904.1	92	1121	1121
CP047905.1	92	963	963
CP047906.1	92	1398	1398
CP047907.1	92	1050	1050
CP047908.1	92	994	994
CP047909.1	92	885	885
CP047910.1	92	922	922
CP047911.1	92	895	895
CP047912.1	92	1245	1245
CP047913.1	92	713	713
CP047914.1	92	652	652
CP047915.1	92	408	408
CP047904.1	920	1	1
CP047903.1	921	1	1
CP047904.1	921	2	2
CP047904.1	922	1	1
CP047903.1	923	1	1
CP047904.1	923	2	2
CP047902.1	924	1	1
CP047902.1	925	1	1
CP047904.1	925	1	1
CP047904.1	926	1	1
CP047902.1	928	1	1
CP047903.1	928	1	1
CP047904.1	929	4	4
CP047908.1	929	1	1
CP047902.1	93	2140	2140
CP047903.1	93	1653	1653
CP047904.1	93	1169	1169
CP047905.1	93	1024	1024
CP047906.1	93	1561	1561
CP047907.1	93	1202	1202
CP047908.1	93	1050	1050
CP047909.1	93	1009	1009
CP047910.1	93	852	852
CP047911.1	93	974	974
CP047912.1	93	1398	1398
CP047913.1	93	796	796
CP047914.1	93	716	716
CP047915.1	93	481	481
CP047904.1	930	2	2
CP047904.1	931	3	3
CP047902.1	932	1	1
CP047904.1	933	1	1
CP047904.1	934	1	1
CP047913.1	934	1	1
CP047903.1	935	1	1
CP047904.1	935	1	1
CP047902.1	936	1	1
CP047904.1	936	2	2
CP047904.1	937	1	1
CP047902.1	939	1	1
CP047903.1	939	1	1
CP047913.1	939	1	1
CP047902.1	94	2369	2369
CP047903.1	94	1753	1753
CP047904.1	94	1205	1205
CP047905.1	94	1143	1143
CP047906.1	94	1700	1700
CP047907.1	94	1443	1443
CP047908.1	94	1165	1165
CP047909.1	94	1014	1014
CP047910.1	94	931	931
CP047911.1	94	1014	1014
CP047912.1	94	1594	1594
CP047913.1	94	923	923
CP047914.1	94	720	720
CP047915.1	94	538	538
CP047904.1	940	5	5
CP047904.1	941	1	1
CP047904.1	942	4	4
CP047904.1	943	3	3
CP047913.1	943	1	1
CP047904.1	944	1	1
CP047902.1	945	1	1
CP047904.1	945	2	2
CP047903.1	946	1	1
CP047904.1	947	1	1
CP047904.1	948	1	1
CP047902.1	949	1	1
CP047902.1	95	2720	2720
CP047903.1	95	2133	2133
CP047904.1	95	1408	1408
CP047905.1	95	1327	1327
CP047906.1	95	1996	1996
CP047907.1	95	1512	1512
CP047908.1	95	1387	1387
CP047909.1	95	1201	1201
CP047910.1	95	1122	1122
CP047911.1	95	1171	1171
CP047912.1	95	1684	1684
CP047913.1	95	1017	1017
CP047914.1	95	807	807
CP047915.1	95	631	631
CP047904.1	951	1	1
CP047902.1	952	1	1
CP047903.1	952	1	1
CP047902.1	954	1	1
CP047903.1	954	1	1
CP047904.1	954	1	1
CP047908.1	955	1	1
CP047904.1	957	2	2
CP047904.1	959	3	3
CP047902.1	96	3090	3090
CP047903.1	96	2322	2322
CP047904.1	96	1612	1612
CP047905.1	96	1416	1416
CP047906.1	96	2302	2302
CP047907.1	96	1780	1780
CP047908.1	96	1571	1571
CP047909.1	96	1429	1429
CP047910.1	96	1309	1309
CP047911.1	96	1292	1292
CP047912.1	96	1811	1811
CP047913.1	96	1220	1220
CP047914.1	96	923	923
CP047915.1	96	657	657
CP047902.1	960	1	1
CP047904.1	960	5	5
CP047902.1	961	1	1
CP047904.1	961	2	2
CP047903.1	962	1	1
CP047904.1	962	4	4
CP047904.1	963	1	1
CP047904.1	964	3	3
CP047904.1	965	1	1
CP047908.1	965	1	1
CP047913.1	965	1	1
CP047902.1	966	1	1
CP047904.1	966	3	3
CP047902.1	967	1	1
CP047904.1	969	1	1
CP047913.1	969	1	1
CP047902.1	97	3409	3409
CP047903.1	97	2672	2672
CP047904.1	97	1836	1836
CP047905.1	97	1577	1577
CP047906.1	97	2703	2703
CP047907.1	97	2077	2077
CP047908.1	97	1692	1692
CP047909.1	97	1593	1593
CP047910.1	97	1457	1457
CP047911.1	97	1368	1368
CP047912.1	97	1941	1941
CP047913.1	97	1334	1334
CP047914.1	97	1134	1134
CP047915.1	97	757	757
CP047903.1	970	1	1
CP047904.1	970	1	1
CP047903.1	971	1	1
CP047904.1	971	2	2
CP047902.1	974	1	1
CP047904.1	976	1	1
CP047908.1	976	1	1
CP047902.1	978	1	1
CP047902.1	98	4058	4058
CP047903.1	98	3187	3187
CP047904.1	98	2196	2196
CP047905.1	98	1681	1681
CP047906.1	98	2913	2913
CP047907.1	98	2269	2269
CP047908.1	98	1925	1925
CP047909.1	98	1815	1815
CP047910.1	98	1732	1732
CP047911.1	98	1580	1580
CP047912.1	98	2329	2329
CP047913.1	98	1417	1417
CP047914.1	98	1158	1158
CP047915.1	98	815	815
CP047903.1	981	1	1
CP047913.1	982	1	1
CP047902.1	984	1	1
CP047903.1	989	1	1
CP047902.1	99	4717	4717
CP047903.1	99	3508	3508
CP047904.1	99	2591	2591
CP047905.1	99	1815	1815
CP047906.1	99	3244	3244
CP047907.1	99	2471	2471
CP047908.1	99	2136	2136
CP047909.1	99	1925	1925
CP047910.1	99	1972	1972
CP047911.1	99	1820	1820
CP047912.1	99	2433	2433
CP047913.1	99	1714	1714
CP047914.1	99	1335	1335
CP047915.1	99	863	863
CP047902.1	991	1	1
CP047902.1	993	1	1
CP047913.1	993	1	1
CP047903.1	996	1	1
CP047908.1	996	1	1
CP047913.1	997	1	1
